gene_id,REF
FUN_008503,
FUN_012000,
FUN_012391,
FUN_015963,
FUN_004986,
FUN_003374,
FUN_005769,
FUN_016689,
FUN_016518,
FUN_006992,
FUN_001360,
FUN_010014,
FUN_010385,
FUN_008783,
FUN_008412,
FUN_004897,1004-1012
FUN_003265,
FUN_012111,
FUN_012280,
FUN_015872,
FUN_004794,
FUN_004405,
FUN_015771,
FUN_008880,569-571
FUN_006691,
FUN_006500,
FUN_011378,
FUN_002109,
FUN_002298,
FUN_011238,
FUN_002049,
FUN_015631,
FUN_004545,"1306-1315,1911-1922"
FUN_006440,995-1000
FUN_010154,590-600
FUN_001220,
FUN_008552,
FUN_015932,
FUN_003325,
FUN_005629,
FUN_016458,
FUN_001127,
FUN_006844,
FUN_010253,2104-2104
FUN_003022,
FUN_004941,
FUN_012356,"354-361,958-960,3645-3647"
FUN_008655,
FUN_008956,
FUN_004642,
FUN_015536,
FUN_006747,
FUN_009539,
FUN_009479,
FUN_008816,
FUN_015476,
FUN_004702,
FUN_004493,
FUN_006607,
FUN_006596,
FUN_010082,
FUN_010313,
FUN_006904,
FUN_001067,
FUN_012187,
FUN_012216,
FUN_004801,1494-1496
FUN_003162,
FUN_008715,
FUN_008484,
FUN_006815,
FUN_001176,
FUN_010193,
FUN_010202,
FUN_004910,
FUN_003073,
FUN_012096,
FUN_012307,
FUN_008604,
FUN_008595,
FUN_009568,
FUN_008907,
FUN_004613,
FUN_004582,4249-4251
FUN_015567,
FUN_006716,
FUN_006487,278-280
FUN_008847,178-178
FUN_015427,
FUN_004753,
FUN_006656,
FUN_009428,
FUN_010342,
FUN_001036,
FUN_006955,
FUN_012247,
FUN_003133,
FUN_004850,
FUN_008744,
FUN_015594,
FUN_004571,
FUN_006474,
FUN_000178,
FUN_009909,16-17
FUN_007489,
FUN_007718,
FUN_010160,
FUN_001214,
FUN_001185,
FUN_008566,
FUN_012065,
FUN_015906,
FUN_003311,"555-557,561-566"
FUN_003080,
FUN_001354,
FUN_010020,
FUN_008426,
FUN_003251,
FUN_015846,
FUN_012125,
FUN_009849,340-458
FUN_007658,
FUN_000038,
FUN_004431,895-897
FUN_015745,
FUN_006534,"742-744,1229-1229"
FUN_000129,
FUN_015654,
FUN_004520,
FUN_006425,
FUN_010131,434-437
FUN_001245,
FUN_008537,
FUN_015957,
FUN_003340,
FUN_009958,
FUN_007749,2581-2581
FUN_009818,
FUN_007598,
FUN_007609,1-2
FUN_001305,
FUN_001094,
FUN_010071,
FUN_008477,1-1
FUN_003200,
FUN_003191,
FUN_012174,
FUN_015817,
FUN_004460,
FUN_015485,2145-2264
FUN_015714,
FUN_006565,
FUN_000069,
FUN_003181,
FUN_003210,"1256-1258,2141-2143"
FUN_015807,
FUN_012164,
FUN_008467,
FUN_001084,495-497
FUN_001315,
FUN_010061,
FUN_007619,
FUN_007588,
FUN_009808,
FUN_000079,"1680-1694,2102-2113"
FUN_006575,719-721
FUN_004470,
FUN_015704,
FUN_015495,
FUN_006435,"147-265,706-711,1009-1016"
FUN_015644,
FUN_004530,
FUN_000139,
FUN_007759,481-483
FUN_009948,
FUN_015947,
FUN_003350,
FUN_008527,
FUN_010121,
FUN_001255,
FUN_007648,875-876
FUN_009859,
FUN_003241,488-493
FUN_012135,
FUN_015856,
FUN_008436,
FUN_001344,
FUN_010030,769-770
FUN_006524,
FUN_004421,573-595
FUN_015755,
FUN_000028,
FUN_000168,
FUN_006464,
FUN_015615,
FUN_015584,
FUN_004561,
FUN_015916,
FUN_012075,
FUN_003090,
FUN_003301,
FUN_008576,
FUN_010170,
FUN_001195,
FUN_001204,
FUN_007708,
FUN_007499,1611-1613
FUN_009919,
FUN_009438,
FUN_006646,"199-213,622-639"
FUN_015437,
FUN_004743,"1662-1664,1786-1786,2351-2351,2749-2751"
FUN_008857,
FUN_008754,
FUN_012257,
FUN_004840,
FUN_003123,
FUN_010352,
FUN_006945,
FUN_001026,
FUN_008585,
FUN_008614,2757-2881
FUN_003063,
FUN_004900,3229-3231
FUN_012317,
FUN_012086,
FUN_001166,
FUN_006805,
FUN_010212,
FUN_010183,
FUN_006497,
FUN_006706,
FUN_004592,
FUN_004603,
FUN_015577,
FUN_008917,
FUN_009578,6532-6537
FUN_006586,
FUN_006617,
FUN_015466,
FUN_004483,910-918
FUN_004712,
FUN_008806,406-407
FUN_009469,
FUN_008494,
FUN_008705,
FUN_012206,
FUN_012197,
FUN_003172,1432-1434
FUN_004811,
FUN_010303,
FUN_010092,
FUN_001077,
FUN_006914,
FUN_008645,
FUN_004951,3069-3077
FUN_003032,
FUN_012346,
FUN_006854,
FUN_001137,
FUN_010243,"1-6,141-144"
FUN_009529,
FUN_006757,
FUN_004652,"123-123,391-399,786-794"
FUN_015526,1725-1726
FUN_008946,
FUN_006450,4788-4790
FUN_015621,
FUN_004555,
FUN_002059,922-930
FUN_011228,
FUN_016448,
FUN_005639,
FUN_015922,
FUN_003335,
FUN_008542,
FUN_010144,
FUN_001230,
FUN_004887,
FUN_015862,
FUN_012290,
FUN_012101,
FUN_008402,
FUN_008793,
FUN_001370,
FUN_006982,
FUN_010395,
FUN_010004,
FUN_016508,
FUN_016699,
FUN_005779,
FUN_002288,
FUN_002119,
FUN_011368,41-43
FUN_006510,3730-3730
FUN_006681,"833-841,884-893,909-909,1059-1073"
FUN_008890,2381-2383
FUN_004415,
FUN_004784,1049-1051
FUN_015761,
FUN_002399,
FUN_002008,
FUN_011279,
FUN_006401,
FUN_006790,
FUN_008981,2822-2824
FUN_015670,
FUN_004504,102-104
FUN_004695,
FUN_015973,
FUN_012381,
FUN_012010,
FUN_003364,
FUN_004996,
FUN_008513,
FUN_008682,
FUN_010284,95-95
FUN_010115,1-6
FUN_001261,
FUN_006893,1071-1094
FUN_016419,
FUN_016788,
FUN_005668,
FUN_016559,
FUN_005728,
FUN_003224,
FUN_012150,
FUN_015833,
FUN_008453,
FUN_001321,1244-1252
FUN_010055,21-22
FUN_006541,
FUN_004444,
FUN_015730,
FUN_002148,
FUN_011339,917-964
FUN_008671,
FUN_003006,
FUN_004965,954-956
FUN_003397,
FUN_012372,
FUN_015980,
FUN_001103,"3673-3678,4867-4867"
FUN_006860,
FUN_001292,
FUN_010277,
FUN_006763,
FUN_004666,
FUN_015683,
FUN_015512,
FUN_008972,
FUN_005998,"1-3,315-440,1593-1595"
FUN_016878,
FUN_006623,
FUN_015452,
FUN_004726,
FUN_008832,
FUN_008731,"1698-1700,3135-3136,15551-15637"
FUN_012232,
FUN_004825,495-509
FUN_003146,
FUN_010337,
FUN_006920,
FUN_001043,
FUN_008620,
FUN_004934,
FUN_003057,690-692
FUN_012323,
FUN_006831,
FUN_001152,
FUN_010226,1056-1066
FUN_016829,
FUN_006732,
FUN_004637,
FUN_015543,
FUN_008923,
FUN_006672,
FUN_015792,
FUN_015403,
FUN_004777,
FUN_008863,
FUN_005889,
FUN_008760,
FUN_012263,
FUN_015891,
FUN_003117,
FUN_004874,
FUN_003286,
FUN_010366,
FUN_001012,
FUN_006971,
FUN_001383,
FUN_005215,
FUN_005184,
FUN_007310,
FUN_007081,1494-1616
FUN_016064,
FUN_010568,
FUN_003488,
FUN_003719,
FUN_004179,
FUN_000570,
FUN_011595,
FUN_011604,
FUN_009202,
FUN_009193,
FUN_002475,
FUN_011744,
FUN_000430,
FUN_009342,
FUN_002535,
FUN_004039,
FUN_010428,
FUN_003659,
FUN_005355,
FUN_011847,
FUN_016124,
FUN_007250,
FUN_010539,
FUN_003748,
FUN_005244,
FUN_007341,224-225
FUN_011956,
FUN_016035,
FUN_000521,"1758-1763,2593-2595"
FUN_009253,
FUN_002424,
FUN_004128,
FUN_004068,
FUN_011484,913-913
FUN_011715,
FUN_000461,
FUN_009313,549-549
FUN_009082,
FUN_002564,
FUN_005304,
FUN_005095,
FUN_016175,673-673
FUN_011816,
FUN_007201,"1889-1891,11746-11746"
FUN_007190,86-88
FUN_010479,6638-6640
FUN_003599,"66-68,441-452"
FUN_003608,1661-1663
FUN_010958,
FUN_011537,
FUN_000643,
FUN_002746,
FUN_009131,
FUN_005126,
FUN_002845,"1343-1345,1354-1365"
FUN_016357,
FUN_007023,"487-578,744-750,752-768,802-804,2150-2193,2966-2974"
FUN_000940,
FUN_002905,
FUN_005066,
FUN_000800,
FUN_007163,
FUN_016186,
FUN_016217,
FUN_000703,
FUN_000492,
FUN_011477,
FUN_002606,
FUN_002597,159-169
FUN_009071,
FUN_010818,3179-3181
FUN_011566,
FUN_000612,
FUN_000583,
FUN_002717,
FUN_002486,
FUN_009160,
FUN_010909,
FUN_002814,
FUN_005177,
FUN_016097,
FUN_000911,
FUN_007072,
FUN_005037,
FUN_002954,
FUN_007132,
FUN_000851,
FUN_016246,
FUN_010849,
FUN_000752,
FUN_011426,24-24
FUN_002657,
FUN_009020,
FUN_011721,
FUN_000455,
FUN_009327,1030-1044
FUN_002550,51-52
FUN_015328,
FUN_006159,
FUN_001739,"1551-1559,1686-1718"
FUN_012548,
FUN_005330,
FUN_011822,
FUN_016141,
FUN_007235,
FUN_002882,
FUN_005270,
FUN_000987,
FUN_007375,
FUN_016001,
FUN_016390,1290-1292
FUN_011962,
FUN_001679,843-964
FUN_012408,
FUN_015268,962-994
FUN_006388,
FUN_000684,1-1
FUN_000515,
FUN_009267,1-4
FUN_002781,
FUN_002410,
FUN_015379,
FUN_006108,
FUN_006299,
FUN_011770,
FUN_000795,
FUN_000404,519-524
FUN_009376,
FUN_002690,
FUN_002501,
FUN_002993,
FUN_005361,
FUN_016110,
FUN_016281,
FUN_011873,
FUN_000896,
FUN_007264,
FUN_001768,"340-346,481-482"
FUN_012519,
FUN_001628,
FUN_012459,
FUN_005221,
FUN_007324,
FUN_011933,
FUN_016050,
FUN_000544,
FUN_011630,
FUN_009236,
FUN_002441,326-326
FUN_006048,
FUN_008378,
FUN_005392,
FUN_002960,
FUN_005003,
FUN_007297,
FUN_000865,
FUN_007106,
FUN_011880,
FUN_016272,
FUN_000766,
FUN_011412,
FUN_011783,
FUN_002663,2331-2349
FUN_009385,
FUN_009014,"384-389,393-398"
FUN_001898,338-340
FUN_011552,
FUN_000626,
FUN_002723,
FUN_009154,1949-1949
FUN_005143,
FUN_002820,
FUN_016332,
FUN_007046,161-168
FUN_000925,
FUN_008238,
FUN_005052,
FUN_002931,
FUN_007157,
FUN_000834,
FUN_016223,
FUN_008329,
FUN_000737,
FUN_011443,
FUN_002632,
FUN_009045,
FUN_011503,
FUN_000677,
FUN_002772,
FUN_009294,
FUN_009105,1312-1420
FUN_001989,
FUN_008269,"3050-3055,3192-3209,3543-3551"
FUN_005283,
FUN_002871,
FUN_005112,
FUN_011991,
FUN_016363,
FUN_007386,
FUN_000974,
FUN_007017,
FUN_009065,
FUN_002612,
FUN_002583,
FUN_011463,
FUN_000717,2045-2062
FUN_000486,
FUN_008098,
FUN_008309,
FUN_016192,720-737
FUN_016203,
FUN_000814,"45-53,1156-1158"
FUN_007177,
FUN_002911,
FUN_005072,
FUN_007037,"683-698,880-881,1296-1330,1332-1333"
FUN_000954,
FUN_005132,
FUN_002851,
FUN_008249,"84-84,231-231,270-271"
FUN_009125,
FUN_002752,
FUN_000657,
FUN_011523,
FUN_009034,184-236
FUN_002643,
FUN_011432,"53-58,65-73"
FUN_000746,
FUN_016252,
FUN_007126,
FUN_000845,
FUN_005023,
FUN_002940,1091-1096
FUN_008358,
FUN_008189,
FUN_008218,
FUN_000905,
FUN_007066,"1053-1055,1292-1294,2226-2243"
FUN_016312,
FUN_002800,
FUN_005163,
FUN_009174,
FUN_002703,
FUN_002492,
FUN_000606,
FUN_000597,
FUN_011572,
FUN_012539,
FUN_001748,
FUN_007244,
FUN_011853,
FUN_016130,
FUN_005341,
FUN_002521,"1230-1232,1239-1241"
FUN_009356,162-162
FUN_000424,
FUN_011750,
FUN_006128,
FUN_015359,
FUN_006068,11-11
FUN_002461,
FUN_009216,
FUN_009187,
FUN_011581,
FUN_011610,
FUN_000564,
FUN_016070,
FUN_007304,
FUN_007095,652-657
FUN_005201,
FUN_005190,
FUN_012479,
FUN_001599,
FUN_001608,
FUN_007215,"1835-1843,2283-2345,2443-2460,2859-2867,2971-2979"
FUN_007184,
FUN_016161,
FUN_011802,
FUN_005310,28-29
FUN_005081,2063-2065
FUN_001488,
FUN_001719,
FUN_006179,"1121-1122,1145-1145,1227-1227"
FUN_015308,
FUN_002570,
FUN_009307,637-646
FUN_009096,1237-1237
FUN_000475,"832-948,3200-3201"
FUN_011490,
FUN_011701,
FUN_002430,
FUN_009247,
FUN_000535,
FUN_006039,227-228
FUN_015248,
FUN_012428,
FUN_001659,
FUN_011942,
FUN_016021,
FUN_007355,
FUN_005250,
FUN_007052,203-205
FUN_000931,
FUN_016326,
FUN_005157,
FUN_002834,
FUN_010929,
FUN_009140,
FUN_002737,
FUN_000632,
FUN_011546,
FUN_009391,
FUN_009000,
FUN_002677,
FUN_011406,
FUN_011797,383-419
FUN_000772,
FUN_010869,
FUN_003989,1350-1350
FUN_016266,
FUN_007283,
FUN_007112,812-820
FUN_002974,
FUN_005386,
FUN_005017,
FUN_000960,
FUN_007392,
FUN_007003,1-1
FUN_016377,
FUN_011985,
FUN_002865,
FUN_005297,
FUN_005106,358-438
FUN_009280,
FUN_009111,582-583
FUN_002766,
FUN_000663,315-430
FUN_011517,
FUN_010978,
FUN_003898,"283-288,2229-2231"
FUN_010838,2484-2510
FUN_009051,
FUN_002626,
FUN_011457,"7-9,1042-1047"
FUN_000723,94-102
FUN_016237,
FUN_007143,
FUN_000820,
FUN_005046,
FUN_002925,
FUN_004108,
FUN_004299,1570-1688
FUN_002795,
FUN_002404,
FUN_009273,"846-857,899-946,1380-1381"
FUN_000690,
FUN_000501,
FUN_016015,942-1009
FUN_011976,
FUN_016384,
FUN_007361,949-1071
FUN_000993,
FUN_005264,
FUN_002896,
FUN_003768,
FUN_010688,
FUN_010519,587-703
FUN_003628,
FUN_010459,
FUN_007221,
FUN_011836,
FUN_005324,
FUN_002544,
FUN_009333,
FUN_000441,
FUN_011735,
FUN_004048,
FUN_002455,
FUN_009222,
FUN_011624,
FUN_000550,
FUN_004159,
FUN_003739,
FUN_010548,
FUN_016044,
FUN_007330,
FUN_005235,
FUN_007270,
FUN_000882,
FUN_016104,
FUN_011867,
FUN_016295,
FUN_005375,
FUN_002987,1-11
FUN_003679,
FUN_010799,
FUN_010408,
FUN_004019,
FUN_004388,1675-1677
FUN_002684,
FUN_002515,
FUN_009362,
FUN_000781,
FUN_000410,
FUN_011764,
FUN_008903,
FUN_015563,
FUN_004586,
FUN_004617,612-612
FUN_006483,
FUN_006712,
FUN_016809,
FUN_010206,
FUN_010197,255-308
FUN_001172,
FUN_006811,"723-734,748-753"
FUN_012303,
FUN_012092,
FUN_003077,
FUN_004914,
FUN_008591,
FUN_008600,
FUN_006951,
FUN_001032,
FUN_010346,
FUN_004854,1-1
FUN_003137,
FUN_012243,
FUN_008740,
FUN_008843,
FUN_004757,
FUN_015423,
FUN_006652,3792-3802
FUN_016858,
FUN_008952,
FUN_015532,
FUN_004646,
FUN_006743,
FUN_010257,
FUN_006840,
FUN_001123,
FUN_012352,
FUN_004945,
FUN_003026,
FUN_008651,872-878
FUN_006900,
FUN_010317,
FUN_010086,
FUN_003166,
FUN_004805,
FUN_012212,
FUN_012183,
FUN_008480,
FUN_008711,
FUN_008812,
FUN_004497,
FUN_004706,479-481
FUN_015472,
FUN_006592,
FUN_006603,
FUN_005648,
FUN_016439,
FUN_001241,
FUN_010135,
FUN_008533,
FUN_003344,
FUN_015953,
FUN_004524,1524-1526
FUN_015650,
FUN_006421,"1035-1040,2427-2432"
FUN_011259,
FUN_002028,
FUN_011088,
FUN_011319,
FUN_002168,
FUN_015710,
FUN_015481,
FUN_004464,
FUN_006561,
FUN_010075,345-349
FUN_001090,
FUN_001301,
FUN_008473,
FUN_015813,
FUN_012170,
FUN_003195,
FUN_003204,
FUN_005708,
FUN_005499,
FUN_016579,
FUN_001181,
FUN_001210,
FUN_010164,
FUN_008562,
FUN_003084,
FUN_003315,
FUN_012061,
FUN_005619,352-352
FUN_005588,"1313-1314,1814-1828"
FUN_016468,
FUN_011199,
FUN_011208,
FUN_002079,
FUN_004575,
FUN_015601,
FUN_015590,
FUN_006470,
FUN_015741,
FUN_004435,
FUN_006530,
FUN_011348,
FUN_002139,
FUN_005759,
FUN_016528,
FUN_010024,
FUN_001350,
FUN_008422,
FUN_012121,
FUN_015842,
FUN_003255,
FUN_006934,
FUN_001057,
FUN_010323,
FUN_004831,
FUN_003152,
FUN_012226,123-125
FUN_008725,
FUN_009449,
FUN_008826,1774-1788
FUN_004732,1181-1192
FUN_015446,
FUN_006637,
FUN_008966,
FUN_015697,
FUN_015506,
FUN_004672,
FUN_006777,
FUN_007889,
FUN_009698,
FUN_009509,
FUN_010263,1884-1886
FUN_001117,
FUN_001286,
FUN_006874,
FUN_015994,
FUN_012366,
FUN_003012,
FUN_003383,
FUN_004971,
FUN_008665,
FUN_001006,
FUN_001397,
FUN_006965,
FUN_010372,
FUN_003103,
FUN_003292,
FUN_004860,
FUN_015885,
FUN_012277,
FUN_008774,"16-16,2930-2932"
FUN_008877,6528-6537
FUN_004763,
FUN_015786,
FUN_015417,
FUN_006666,
FUN_007998,
FUN_009789,
FUN_009418,1955-1956
FUN_009558,
FUN_008937,
FUN_015557,
FUN_004623,
FUN_006726,446-451
FUN_010232,"1185-1214,1602-1604"
FUN_006825,
FUN_001146,
FUN_012337,
FUN_004920,
FUN_003043,
FUN_008634,548-550
FUN_000399,
FUN_000008,
FUN_015775,
FUN_004401,
FUN_004790,
FUN_008884,
FUN_006504,
FUN_006695,"912-1026,1645-1649,5315-5315"
FUN_010381,
FUN_010010,
FUN_006996,
FUN_001364,
FUN_008416,
FUN_008787,
FUN_012284,
FUN_015876,
FUN_012115,
FUN_004893,
FUN_003261,
FUN_009879,
FUN_007668,
FUN_009939,
FUN_007728,
FUN_001224,
FUN_010150,
FUN_008556,557-571
FUN_003321,
FUN_012055,
FUN_015936,
FUN_004541,
FUN_015635,
FUN_006444,
FUN_000148,
FUN_015724,
FUN_004450,1373-1496
FUN_006555,4611-4613
FUN_000059,
FUN_009828,
FUN_007639,
FUN_010041,
FUN_008447,
FUN_012144,
FUN_015827,
FUN_003230,
FUN_006887,
FUN_001275,
FUN_010290,
FUN_010101,
FUN_008507,
FUN_008696,
FUN_004982,
FUN_003370,
FUN_012395,
FUN_015967,
FUN_012004,
FUN_009968,
FUN_007779,"2181-2185,10746-10767,11025-11026"
FUN_000288,
FUN_000119,
FUN_004510,
FUN_015664,
FUN_008995,4028-4036
FUN_006415,
FUN_006784,
FUN_007769,
FUN_009978,
FUN_003360,
FUN_004992,"646-714,873-990,1134-1188"
FUN_012014,
FUN_015977,
FUN_012385,
FUN_008686,
FUN_008517,
FUN_001265,
FUN_006897,
FUN_010111,
FUN_010280,
FUN_006794,
FUN_006405,
FUN_008985,638-640
FUN_004691,
FUN_004500,
FUN_015674,
FUN_000109,
FUN_000298,
FUN_000049,1323-1323
FUN_006545,
FUN_015734,
FUN_004440,
FUN_015837,
FUN_012154,
FUN_003220,
FUN_008457,
FUN_010051,
FUN_007629,
FUN_009838,5963-5974
FUN_003331,
FUN_015926,
FUN_008546,
FUN_001234,
FUN_010140,
FUN_007738,
FUN_009929,
FUN_000158,
FUN_006454,
FUN_004551,
FUN_015625,
FUN_006685,
FUN_006514,108-108
FUN_008894,
FUN_015765,
FUN_004780,
FUN_004411,
FUN_000018,840-842
FUN_000389,
FUN_007678,
FUN_009869,
FUN_012105,
FUN_015866,923-952
FUN_012294,
FUN_003271,
FUN_004883,
FUN_008797,
FUN_008406,"10037-10042,10091-10110"
FUN_010000,
FUN_010391,
FUN_001374,
FUN_006986,
FUN_006736,
FUN_015547,
FUN_004633,
FUN_008927,
FUN_009548,"2184-2184,2370-2372"
FUN_008624,
FUN_012327,
FUN_003053,"170-199,1337-1345"
FUN_004930,
FUN_010222,
FUN_001156,
FUN_006835,716-718
FUN_008764,
FUN_004870,"4487-4516,4738-4791"
FUN_003282,
FUN_003113,
FUN_012267,
FUN_015895,
FUN_006975,
FUN_001387,
FUN_001016,
FUN_010362,
FUN_009408,
FUN_009799,
FUN_007988,
FUN_006676,
FUN_004773,
FUN_015407,606-656
FUN_015796,
FUN_008867,1066-1068
FUN_009519,
FUN_009688,
FUN_007899,
FUN_006767,"1565-1567,1835-1837"
FUN_015516,
FUN_015687,
FUN_004662,619-620
FUN_008976,
FUN_008675,
FUN_012376,
FUN_015984,
FUN_004961,
FUN_003393,"287-289,1004-1006,1159-1162"
FUN_003002,"65-68,407-409,819-821,902-906"
FUN_010273,
FUN_006864,
FUN_001296,
FUN_001107,
FUN_008735,
FUN_003142,
FUN_004821,
FUN_012236,
FUN_001047,3603-3717
FUN_006924,1392-1393
FUN_010333,
FUN_006627,205-207
FUN_004722,
FUN_015456,
FUN_008836,
FUN_009459,
FUN_002129,
FUN_011358,
FUN_006520,
FUN_015751,
FUN_004425,
FUN_015852,
FUN_012131,
FUN_003245,97-106
FUN_008432,
FUN_010034,
FUN_001340,
FUN_016538,
FUN_005749,
FUN_016478,
FUN_005598,
FUN_005609,
FUN_003305,
FUN_003094,
FUN_012071,
FUN_015912,
FUN_008572,
FUN_001200,
FUN_001191,
FUN_010174,
FUN_006460,
FUN_004565,
FUN_015580,
FUN_015611,
FUN_002069,
FUN_011218,2521-2529
FUN_011189,
FUN_006571,
FUN_015491,
FUN_015700,
FUN_004474,
FUN_002178,
FUN_011309,
FUN_011098,
FUN_016569,
FUN_005489,
FUN_005718,
FUN_012160,
FUN_015803,
FUN_003214,
FUN_003185,
FUN_008463,1485-1490
FUN_010065,"1738-1738,3580-3714,3862-3864"
FUN_001311,
FUN_001080,
FUN_003354,370-372
FUN_015943,
FUN_008523,
FUN_001251,
FUN_010125,
FUN_016429,
FUN_005658,
FUN_002038,
FUN_011249,
FUN_006431,
FUN_004534,
FUN_015640,
FUN_008701,
FUN_008490,
FUN_004815,"300-300,1468-1514"
FUN_003176,
FUN_012193,
FUN_012202,
FUN_006910,1308-1310
FUN_001073,
FUN_010096,
FUN_010307,
FUN_006613,
FUN_006582,2141-2141
FUN_004716,
FUN_004487,"977-979,1464-1469"
FUN_015462,
FUN_008802,
FUN_006753,1627-1629
FUN_015522,
FUN_004656,
FUN_008942,
FUN_016848,
FUN_008641,
FUN_012342,
FUN_003036,
FUN_004955,
FUN_010247,1074-1079
FUN_001133,
FUN_006850,
FUN_008750,
FUN_003127,
FUN_004844,202-210
FUN_012253,
FUN_001022,
FUN_006941,"215-217,479-480"
FUN_010356,
FUN_006642,
FUN_004747,790-897
FUN_015433,
FUN_008853,
FUN_016819,
FUN_006702,
FUN_006493,
FUN_015573,
FUN_004607,
FUN_004596,
FUN_008913,
FUN_008610,
FUN_008581,
FUN_012082,
FUN_012313,
FUN_004904,
FUN_003067,
FUN_010187,
FUN_010216,
FUN_006801,
FUN_001162,
FUN_010418,
FUN_010789,
FUN_003669,
FUN_002997,
FUN_005365,
FUN_000892,
FUN_007260,
FUN_016285,
FUN_011877,
FUN_016114,
FUN_000400,
FUN_000791,
FUN_011774,
FUN_009372,"115-123,455-457,547-548,643-643,705-723"
FUN_002505,
FUN_002694,
FUN_004398,
FUN_004009,
FUN_004149,
FUN_011634,
FUN_000540,
FUN_009232,
FUN_002445,
FUN_005225,
FUN_016054,
FUN_011937,
FUN_007320,
FUN_010558,
FUN_003729,
FUN_005334,
FUN_007231,
FUN_016145,
FUN_011826,
FUN_010449,
FUN_003638,
FUN_004058,
FUN_000451,
FUN_011725,916-918
FUN_009323,
FUN_002554,
FUN_000511,
FUN_000680,
FUN_009263,
FUN_002414,
FUN_004289,
FUN_004118,
FUN_010509,
FUN_010698,
FUN_003778,
FUN_002886,
FUN_005274,"11732-11758,11798-11842,12076-12129"
FUN_016394,
FUN_011966,
FUN_016005,
FUN_000983,2326-2327
FUN_007371,
FUN_011447,
FUN_000733,
FUN_002636,
FUN_009041,
FUN_010828,
FUN_002935,
FUN_005056,"265-265,316-320"
FUN_016227,
FUN_000830,
FUN_005116,1-3
FUN_005287,
FUN_002875,
FUN_007013,
FUN_007382,
FUN_000970,
FUN_011995,
FUN_016367,
FUN_003888,
FUN_000673,
FUN_011507,
FUN_002776,5658-5783
FUN_009101,"1034-1042,1184-1190"
FUN_009290,"760-762,1418-1420"
FUN_003999,
FUN_010879,
FUN_011787,
FUN_011416,
FUN_000762,
FUN_002667,
FUN_009010,
FUN_009381,
FUN_005007,
FUN_005396,
FUN_002964,
FUN_011884,
FUN_016276,
FUN_007102,
FUN_007293,
FUN_000861,
FUN_002824,"1093-1095,1342-1350"
FUN_005147,
FUN_000921,
FUN_007042,"262-270,3691-3696"
FUN_016336,
FUN_000622,
FUN_011556,629-642
FUN_002727,
FUN_009150,
FUN_010939,
FUN_015258,1151-1151
FUN_006029,
FUN_000525,
FUN_009257,"275-278,844-846"
FUN_002420,
FUN_005240,
FUN_016031,
FUN_011952,
FUN_007345,"188-190,198-203,1174-1221,1532-1534"
FUN_001649,
FUN_012438,
FUN_001709,
FUN_001498,
FUN_005091,178-178
FUN_005300,375-383
FUN_007194,
FUN_007205,
FUN_011812,
FUN_016171,
FUN_000465,11610-11612
FUN_011711,
FUN_011480,
FUN_009086,1109-1167
FUN_009317,
FUN_002560,2572-2573
FUN_015318,
FUN_006169,
FUN_011600,
FUN_011591,
FUN_000574,
FUN_009197,2393-2393
FUN_009206,
FUN_002471,
FUN_006078,
FUN_001618,
FUN_001589,
FUN_012469,867-872
FUN_005180,
FUN_005211,
FUN_016060,
FUN_007085,
FUN_007314,
FUN_005351,
FUN_007254,
FUN_016120,
FUN_011843,
FUN_001758,
FUN_012529,
FUN_015349,
FUN_006138,
FUN_000434,
FUN_011740,615-644
FUN_009346,
FUN_002531,
FUN_005173,555-555
FUN_002810,
FUN_007076,
FUN_000915,
FUN_016302,
FUN_016093,
FUN_008208,824-835
FUN_008199,
FUN_000587,
FUN_000616,1337-1410
FUN_011562,
FUN_002482,
FUN_002713,
FUN_009164,
FUN_011422,
FUN_000756,
FUN_002653,
FUN_009024,127-129
FUN_008348,
FUN_002950,
FUN_005033,
FUN_016242,
FUN_000855,
FUN_007136,
FUN_008259,
FUN_002841,
FUN_005122,3057-3057
FUN_000944,
FUN_007027,
FUN_016353,
FUN_000647,
FUN_011533,
FUN_002742,410-412
FUN_009135,55-92
FUN_011473,
FUN_000496,
FUN_000707,
FUN_002593,"2303-2311,2612-2614"
FUN_002602,
FUN_009075,
FUN_005062,1113-1117
FUN_002901,
FUN_016213,
FUN_016182,
FUN_007167,
FUN_000804,801-802
FUN_008319,
FUN_008088,
FUN_007176,261-262
FUN_000815,
FUN_016202,1291-1365
FUN_016193,
FUN_005073,
FUN_002910,
FUN_008308,
FUN_008099,
FUN_002582,
FUN_002613,1294-1302
FUN_009064,1654-1656
FUN_000487,
FUN_000716,
FUN_011462,287-289
FUN_002753,
FUN_009124,
FUN_011522,
FUN_000656,
FUN_008248,
FUN_016342,
FUN_000955,
FUN_007036,
FUN_002850,
FUN_005133,
FUN_008359,
FUN_000844,1701-1820
FUN_007127,
FUN_016253,
FUN_002941,
FUN_005022,1380-1382
FUN_002642,
FUN_009035,330-333
FUN_000747,
FUN_011433,"1402-1431,1736-1736,3393-3422,3432-3433,5858-5860"
FUN_002493,"756-758,1079-1081,4824-4829"
FUN_002702,"2001-2003,2158-2202"
FUN_009175,
FUN_011573,
FUN_000596,"107-178,1159-1167,2844-2855,3088-3096"
FUN_000607,
FUN_016313,
FUN_016082,
FUN_007067,1002-1002
FUN_000904,
FUN_005162,
FUN_002801,
FUN_008219,
FUN_008188,374-377
